Y,4690588
Y,4690010
Y,3730048
Y,7300329
Y,2305212
Y,4795761
Y,5130114
Y,3680145
Y,6100410
Y,7940315
Y,5320122
Y,3440131
Y,4960240
Y,3270086
Y,2440041
Y,6000994
Y,4690553
Y,3360026
Y,2565122
Y,4930625
Y,8600013
Y,3460157
Y,2985064
Y,3620104
Y,8800151
Y,6160553
Y,3505349
Y,3515786
Y,7150337
Y,4850430
Y,3730073
Y,5470063
Y,2460777
Y,2240437
Y,3420141
Y,8400407
Y,3850580
Y,5070241
Y,7300313
Y,4550271
Y,9240102
Y,7570743
Y,8100388
Y,9270040
Y,4960375
Y,4960517
Y,4540524
Y,3240495
Y,3720524
Y,6360100
Y,2025660
Y,3050103
Y,9760322
Y,2435026
Y,6100495
Y,6320042
Y,2260301
Y,4540567
Y,4990287
Y,3260342
Y,2550405
Y,5110207
Y,4400636
Y,3750351
Y,7630716
Y,3440301
Y,4740598
Y,3090460
Y,5350401
Y,4960457
Y,8365181
Y,6120211
Y,4950530
Y,9230081
Y,6420507
Y,6300035
Y,2460617
Y,6160028
Y,7900136
Y,1300668
Y,2305117
Y,3240590
Y,2350647
Y,4970584
Y,3550173
Y,4940039
Y,6400064
Y,3360051
Y,4980112
Y,2305418
Y,5110165
Y,4840130
Y,3670011
Y,8100154
Y,2825836
Y,7555267
Y,2435426
Y,2640368
Y,8600072
Y,6420792
Y,3100313
Y,3300312
Y,7645018
Y,3240206
Y,2240201
Y,9850202
Y,7050532
Y,3640015
Y,8900051
Y,3100700
Y,3300283
Y,5400792
Y,3550158
Y,3780017
Y,2130374
Y,2240224
Y,7700218
Y,4850332
Y,3440018
Y,6160498
Y,4860143
Y,4990715
Y,4620393
Y,7520048
Y,4990399
Y,3560148
Y,4960379
Y,4970301
Y,4980771
Y,8650234
Y,2460720
Y,4970781
Y,8670115
Y,4690356
Y,4850091
Y,7005213
Y,3400439
Y,2425624
Y,2300372
Y,3130381
Y,4960208
Y,4690292
Y,4540613
Y,2070504
Y,3000574
Y,5030083
Y,3105287
Y,4690449
Y,7340140
Y,4690883
Y,2460717
Y,7490306
Y,8800018
Y,3600460
Y,4900828
Y,2430520
Y,2230238
Y,3040807
Y,3100734
Y,4690694
Y,2025164
Y,3230320
Y,3250365
Y,6110136
Y,7665875
Y,5470415
Y,2005114
Y,2000492
Y,3305998
Y,8670120
Y,3610072
Y,7300425
Y,6110178
Y,3750307
Y,3610115
Y,2415553
Y,6000717
Y,3230013
Y,8550047
Y,4980518
Y,4540045
Y,5140270
Y,2580177
Y,3300431
Y,4940684
Y,5470025
Y,7580703
Y,5150085
Y,4880170
Y,9700551
Y,2565780
Y,8700282
Y,3140584
Y,3270038
Y,4970249
Y,5100045
Y,3240452
Y,3080752
Y,3515754
Y,7885209
Y,8550243
Y,7750210
Y,3060739
Y,6110161
Y,2260045
Y,3130546
Y,3240476
Y,4550824
Y,4980760
Y,4690419
Y,2305606
Y,2120019
Y,4740011
Y,2240577
Y,4930274
Y,3100547
Y,8100329
Y,3050187
Y,8600110
Y,4940189
Y,3200355
Y,6100386
Y,5450290
Y,8365232
Y,3650075
Y,5100482
Y,2305619
Y,5060068
Y,3420051
Y,8365088
Y,7240277
Y,2630427
Y,2594521
Y,7300495
Y,2350394
Y,2100370
Y,3105067
Y,4950128
Y,2715445
Y,8550392
Y,7540508
Y,5300775
Y,2300016
Y,8100122
Y,2435439
Y,5300831
Y,4960088
Y,7630347
Y,9230059
Y,6160362
Y,4980784
Y,4820506
Y,3550042
Y,6100601
Y,9875111
Y,3360255
Y,3140034
Y,2475011
Y,2600840
Y,3105030
Y,9545301
Y,2615629
Y,7555205
Y,3670027
Y,3200384
Y,7800225
Y,6050465
Y,7630514
Y,3250262
Y,6100669
Y,3720545
Y,8600080
Y,9800501
Y,2435008
Y,7370170
Y,3300366
Y,4690840
Y,4890566
Y,4500001
Y,7100224
Y,6100404
Y,4940665
Y,4520101
Y,5445101
Y,8550213
Y,4960023
Y,6230204
Y,3450062
Y,5450100
Y,2040084
Y,2350073
Y,3230297
Y,3405359
Y,4930313
Y,2410853
Y,4970772
Y,7350464
Y,3640110
Y,8700216
Y,4860211
Y,8500142
Y,2025168
Y,3600452
Y,3530254
Y,2200494
Y,7630099
Y,9850283
Y,6100814
Y,2550369
Y,4980247
Y,9960130
Y,8135017
Y,7750511
Y,7200016
Y,9960040
Y,8900036
Y,7750710
Y,7670162
Y,2410540
Y,3150015
Y,3040249
Y,4970268
Y,2435148
Y,3350083
Y,2530687
Y,2565712
Y,3720027
Y,2590270
Y,3600523
Y,8700073
Y,3680014
Y,7520445
Y,7540513
Y,7050329
Y,3770410
Y,3260048
Y,4520706
Y,8970204
Y,7630582
Y,5100723
Y,8005540
Y,7300465
Y,4850026
Y,4610639
Y,4850085
Y,3320055
Y,5060161
Y,5200384
Y,6150321
Y,6120225
Y,2005016
Y,3240460
Y,7630206
Y,6005150
Y,5320033
Y,4730080
Y,5090144
Y,3420254
Y,8375226
Y,8005420
Y,3750315
Y,5110658
Y,6160508
Y,6000665
Y,4690799
Y,7920201
Y,6100423
Y,7400124
Y,2100029
Y,2350485
Y,4550010
Y,2495013
Y,2300219
Y,2890305
Y,7480051
Y,6320031
Y,4950054
Y,5130311
Y,2440022
Y,4540545
Y,8300026
Y,2580434
Y,3750588
Y,5300522
Y,3200311
Y,2500639
Y,9940012
Y,4740595
Y,3350084
Y,2230866
Y,5470334
Y,7100261
Y,2580613
Y,4960355
Y,3150018
Y,4690622
Y,4920120
Y,9240029
Y,9230045
Y,4615167
Y,4990698
Y,2305306
Y,2600835
Y,7750055
Y,4990746
Y,6110102
Y,2480059
Y,7340110
Y,8550168
Y,4940603
Y,4970676
Y,8100306
Y,7320174
Y,4870075
Y,8150013
Y,2500372
Y,9650350
Y,5100818
Y,4690556
Y,5070557
Y,4690648
Y,7900282
Y,2615719
Y,7630214
Y,4870049
Y,9875106
Y,4690225
Y,4550758
Y,3350028
Y,7630592
Y,5320134
Y,3040463
Y,3465134
Y,2565845
Y,3240595
Y,8900054
Y,6100634
Y,9980050
Y,7750384
Y,5000483
Y,4690857
Y,4500561
Y,4690163
Y,3700797
Y,5370103
Y,5070202
Y,6160116
Y,2440016
Y,2660351
Y,3720076
Y,3250253
Y,3450115
Y,2040132
Y,8009016
Y,4540527
Y,2150265
Y,7630589
Y,3440123
Y,6110013
Y,6300175
Y,2965323
Y,8970016
Y,3045272
Y,3100823
Y,6100051
Y,8970207
Y,2205204
Y,5070322
Y,5110657
Y,4960611
Y,3720562
Y,8005419
Y,7900351
Y,7500041
Y,4690863
Y,3510893
Y,6260195
Y,3420012
Y,3660143
Y,7005127
Y,3280113
Y,6100691
Y,3600625
Y,8700267
Y,3200301
Y,7330204
Y,6400661
Y,6250174
Y,9970220
Y,6100533
Y,7830452
Y,4540616
Y,3130386
Y,4690295
Y,4520709
Y,9760321
Y,7900189
Y,4940412
Y,5100193
Y,8100392
Y,3720514
Y,2100044
Y,4690691
Y,5030355
Y,6100703
Y,4540421
Y,7300459
Y,3530310
Y,4970536
Y,7520036
Y,4660308
Y,4980313
Y,5030370
Y,4940065
Y,4690882
Y,5000217
Y,8400654
Y,2710264
Y,3680020
Y,3750363
Y,4940633
Y,5470384
Y,2965598
Y,2530730
Y,3600102
Y,6320021
Y,3060735
Y,4980232
Y,5470321
Y,3050208
Y,9385040
Y,8200451
Y,4960447
Y,8100061
Y,4550867
Y,4550854
Y,3660611
Y,2495196
Y,2500008
Y,4690903
Y,3475035
Y,4970482
Y,4870133
Y,4690497
Y,7750048
Y,5430078
Y,3400332
Y,2200685
Y,3720058
Y,3150259
Y,2240130
Y,2405028
Y,2435479
Y,5130464
Y,3330435
Y,7665893
Y,6420371
Y,4950314
Y,3660424
Y,3730700
Y,4930802
Y,2675681
Y,7630277
Y,4660371
Y,7250051
Y,7800096
Y,8950190
Y,2580260
Y,7885119
Y,4960369
Y,3130579
Y,4970657
Y,4980783
Y,3130083
Y,5360062
Y,3770107
Y,9580028
Y,8670119
Y,4540367
Y,2300401
Y,4820520
Y,4540665
Y,8600090
Y,2040144
Y,8100350
Y,6150215
Y,7580559
Y,6285070
Y,7050646
Y,3260219
Y,4795766
Y,3200027
Y,7700203
Y,9240018
Y,3150281
Y,6160512
Y,3105299
Y,4615109
Y,7330332
Y,6200302
Y,4860231
Y,4690585
Y,7100144
Y,3350012
Y,2580440
Y,3650108
Y,5320192
Y,6100875
Y,3130556
Y,2825037
Y,4615464
Y,3730078
Y,5155601
Y,3740403
Y,3270064
Y,7570667
Y,2070365
Y,5100058
Y,2300086
Y,7750022
Y,6230135
Y,7750809
Y,4730585
Y,6320998
Y,3670015
Y,8700076
Y,3150191
Y,6230785
Y,2040533
Y,5120261
Y,5430302
Y,3600586
Y,4940662
Y,2890306
Y,6100486
Y,5320112
Y,5070411
Y,4970733
Y,5140052
Y,7050477
Y,9580325
Y,3130110
Y,3600425
Y,9960530
Y,7330219
Y,3100037
Y,3450067
Y,2615626
Y,6160522
Y,5320242
Y,4540477
Y,2600712
Y,2350692
Y,7540516
Y,3550052
Y,2005073
Y,2260062
Y,2000684
Y,5300912
Y,7900117
Y,2525365
Y,4850427
Y,5300904
Y,3720024
Y,4540386
Y,4690560
Y,9350409
Y,8300017
Y,2200714
Y,3420104
Y,8005504
Y,3420348
Y,2955373
Y,7005619
Y,3780175
Y,9240048
Y,3750316
Y,4640214
Y,4620375
Y,4930323
Y,5100488
Y,6200639
Y,8135032
Y,5470054
Y,3640014
Y,7490303
Y,3420174
Y,8550338
Y,5090149
Y,3670256
Y,5100720
Y,3300309
Y,2350726
Y,7320406
Y,2200484
Y,4860208
Y,5400826
Y,4525301
Y,3680201
Y,4690794
Y,2475041
Y,8201878
Y,5230251
Y,2240109
Y,3100381
Y,2565438
Y,8100160
Y,5300422
Y,3670269
Y,6420302
Y,4980713
Y,4690678
Y,8800020
Y,7520420
Y,7340225
Y,3720453
Y,3140024
Y,3750054
Y,4690458
Y,4550741
Y,3360183
Y,4970244
Y,3430702
Y,3220509
Y,5450134
Y,8550248
Y,2480203
Y,6160112
Y,7580328
Y,7150296
Y,6100107
Y,6110133
Y,3560057
Y,3600559
Y,4910319
Y,7520436
Y,3670104
Y,4970786
Y,6400681
Y,2440212
Y,2460451
Y,2300264
Y,5040537
Y,4690406
Y,6270221
Y,4540515
Y,3840554
Y,7330068
Y,3240457
Y,3600277
Y,6300997
Y,7570681
Y,3305039
Y,7570739
Y,2755350
Y,3530060
Y,4690521
Y,4550291
Y,4845025
Y,3270033
Y,7630223
Y,2140404
Y,5030021
Y,4940623
Y,3720546
Y,3330144
Y,3270081
Y,4730370
Y,8100127
Y,4940301
Y,5400729
Y,2665197
Y,3280103
Y,2590293
Y,4690657
Y,4660060
Y,2025159
Y,3240673
Y,6100282
Y,3720414
Y,3060354
Y,7630680
Y,4550031
Y,9700354
Y,4930618
Y,2710458
Y,5300683
Y,2520620
Y,2835306
Y,3740081
Y,4540023
Y,4520702
Y,9230140
Y,4930290
Y,3660070
Y,6100821
Y,3060817
Y,2530448
Y,8100387
Y,7100218
Y,7040270
Y,2630437
Y,3780561
Y,3080843
Y,2580259
Y,3560111
Y,4980505
Y,3220243
Y,2565359
Y,4960030
Y,7600173
Y,3810502
Y,2005098
Y,2040454
Y,3330423
Y,4990376
Y,5100821
Y,5370652
Y,4970662
Y,4950740
Y,2380570
Y,8900033
Y,2435511
Y,5460160
Y,3140295
Y,3570170
Y,3020426
Y,4970048
Y,6230165
Y,5300751
Y,2460714
Y,2435152
Y,5120146
Y,6060072
Y,8100310
Y,4850244
Y,6100209
Y,4540508
Y,7570784
Y,4860263
Y,4960075
Y,3420225
Y,7630739
Y,5110571
Y,2240379
Y,3465018
Y,4690661
Y,2550421
Y,4550371
Y,5100385
Y,2425812
Y,5300812
Y,7540550
Y,4950047
Y,7565102
Y,7300454
Y,7440223
Y,2200486
Y,2540189
Y,3230055
Y,9580479
Y,3100065
Y,7250266
Y,7470063
Y,2660101
Y,9580304
Y,3130023
Y,2100622
Y,8650030
Y,4550034
Y,2460204
Y,2565643
Y,3230231
Y,8100230
Y,5300514
Y,3660661
Y,2475020
Y,9760317
Y,2480099
Y,3465022
Y,3550127
Y,3105166
Y,4550882
Y,2420424
Y,2600819
Y,4690346
Y,3130127
Y,3850361
Y,3560061
Y,5000221
Y,2580108
Y,6000652
Y,4520414
Y,3100687
Y,6000696
Y,4930810
Y,6400213
Y,3510827
Y,7330318
Y,7555212
Y,2025157
Y,2410025
Y,2440470
Y,9900402
Y,4850076
Y,4690124
Y,2435252
Y,5460511
Y,4960224
Y,4980282
Y,5100444
Y,7250202
Y,4550044
Y,3740183
Y,6420572
Y,7750503
Y,3660682
Y,4550627
Y,7665803
Y,5000365
Y,6110129
Y,5370172
Y,2500359
Y,9350417
Y,4940072
Y,2305558
Y,4540518
Y,7750201
Y,4550401
Y,7570475
Y,3270225
Y,4860129
Y,5370642
Y,3260095
Y,7800216
Y,4690180
Y,3515785
Y,8375019
Y,2580230
Y,4950716
Y,5200370
Y,4550652
Y,4970116
Y,7630674
Y,3270229
Y,4550598
Y,4860133
Y,3700370
Y,7000014
Y,5320163
Y,7150341
Y,3105119
Y,4550810
Y,5130551
Y,4970721
Y,4940155
Y,2005514
Y,2480214
Y,2460758
Y,3200998
Y,8400464
Y,4540058
Y,5450345
Y,3730037
Y,7580241
Y,3250210
Y,7665862
Y,7900342
Y,2080712
Y,2200513
Y,7480013
Y,3660054
Y,3420058
Y,4550297
Y,7040303
Y,8600729
Y,7040268
Y,3420062
Y,3750724
Y,2660111
Y,7520057
Y,4690530
Y,3105366
Y,7320415
Y,2450027
Y,3140435
Y,3730058
Y,5100310
Y,4890416
Y,8950412
Y,3460416
Y,9970064
Y,6260013
Y,4540171
Y,3550336
Y,2565586
Y,2130107
Y,3700732
Y,3330425
Y,7400111
Y,2460311
Y,5450241
Y,2890401
Y,2860586
Y,2300213
Y,6160133
Y,4920050
Y,9850072
Y,3460065
Y,4635338
Y,4540218
Y,3330218
Y,4540605
Y,7080323
Y,4690396
Y,2580642
Y,6230741
Y,3100370
Y,4520819
Y,8670151
Y,3440610
Y,7630248
Y,5100343
Y,8100016
Y,6000709
Y,2000679
Y,2950681
Y,3530240
Y,2695835
Y,4870201
Y,8970343
Y,2550415
Y,9400005
Y,2565843
Y,7700235
Y,4690061
Y,7540401
Y,3100707
Y,5110372
Y,4950819
Y,2460793
Y,6100816
Y,8009020
Y,4690628
Y,7520411
Y,3200330
Y,6040025
Y,4850342
Y,7500059
Y,2240421
Y,2450019
Y,7570501
Y,3750743
Y,7800220
Y,2510663
Y,7580713
Y,5470382
Y,6300010
Y,2040414
Y,6030153
Y,3420417
Y,8400552
Y,2300388
Y,5060364
Y,6350031
Y,2205161
Y,4540650
Y,6100351
Y,3460706
Y,4980817
Y,3360245
Y,5120082
Y,2890487
Y,5155726
Y,2420194
Y,7540068
Y,6160485
Y,3720522
Y,3460012
Y,7630023
Y,5300821
Y,3465060
Y,4980554
Y,9580106
Y,2305166
Y,4540579
Y,5090100
Y,3620361
Y,6160354
Y,6400231
Y,2450337
Y,4950644
Y,2845412
Y,8900109
Y,2305210
Y,2510701
Y,8950439
Y,5400649
Y,4930455
Y,4970353
Y,4890111
Y,7520034
Y,2565204
Y,4990294
Y,7570492
Y,7800233
Y,7900516
Y,2550019
Y,4475288
Y,5430120
Y,3720533
Y,2975397
Y,5090074
Y,2460194
Y,7050581
Y,8550231
Y,4970670
Y,7450151
Y,2950143
Y,5100687
Y,3360283
Y,4970705
Y,4520322
Y,8600089
Y,8550134
Y,7750376
Y,2665612
Y,5100505
Y,3220402
Y,8970328
Y,6360113
Y,6150332
Y,7150316
Y,2665416
Y,8550385
Y,4550053
Y,2715778
Y,8400142
Y,4980104
Y,6110108
Y,3150214
Y,7645058
Y,4690710
Y,7480352
Y,2510332
Y,5060475
Y,3440467
Y,3100058
Y,6430342
Y,2240601
Y,6150514
Y,3770101
Y,4970092
Y,7050472
Y,7780502
Y,3720190
Y,6430371
Y,2890161
Y,3100816
Y,4970513
Y,3360210
Y,3140094
Y,4520613
Y,3240485
Y,7645016
Y,4940652
Y,4980234
Y,5340431
Y,2415631
Y,7300467
Y,2950591
Y,3330125
Y,7160015
Y,3680022
Y,4980745
Y,2565295
Y,3060312
Y,4600653
Y,3260306
Y,4880085
Y,2025504
Y,2830441
Y,2350397
Y,4550699
Y,2600800
Y,2435134
Y,6200641
Y,5160211
Y,3230105
Y,5130105
Y,2500534
Y,8400412
Y,2300232
Y,4870183
Y,2100402
Y,3270013
Y,3740064
Y,3360136
Y,3670035
Y,8800563
Y,2490126
Y,4950326
Y,7480021
Y,9230052
Y,4660404
Y,6000631
Y,2240300
Y,5340092
Y,3260344
Y,2560097
Y,4660383
Y,8550256
Y,4550090
Y,3320075
Y,3550167
Y,3720052
Y,3250028
Y,2500629
Y,2435730
Y,7520301
Y,2950537
Y,3220018
Y,6000500
Y,2000466
Y,8375201
Y,6120029
Y,6040056
Y,3090644
Y,3220511
Y,7900094
Y,7300548
Y,4690379
Y,8970303
Y,6160211
Y,2480031
Y,6100089
Y,9950056
Y,2565192
Y,2560582
Y,6100312
Y,6160509
Y,3130592
Y,8200378
Y,2435257
Y,2300180
Y,6420506
Y,3750373
Y,2400514
Y,3090833
Y,7920301
Y,7750204
Y,7570404
Y,3090493
Y,2240212
Y,3460321
Y,7050066
Y,2000673
Y,2550400
Y,7570467
Y,3450336
Y,4970724
Y,3730088
Y,8005496
Y,7630671
Y,4660363
Y,2240229
Y,3750318
Y,2410531
Y,2435425
Y,4540517
Y,2080400
Y,5320180
Y,5110561
Y,2260302
Y,3240654
Y,3740333
Y,7800213
Y,6100492
Y,3780471
Y,9580483
Y,8900062
Y,5110631
Y,4850238
Y,8375058
Y,3740137
Y,4970794
Y,5400813
Y,2560057
Y,7580244
Y,3515782
Y,3660151
Y,4520718
Y,3105162
Y,3720182
Y,1300019
Y,8800015
Y,7630401
Y,4890342
Y,4690050
Y,3750603
Y,7595193
Y,2565126
Y,4870080
Y,8100207
Y,3750721
Y,2525372
Y,2415708
Y,2240329
Y,8200503
Y,3220537
Y,2200702
Y,6100109
Y,3720539
Y,2420216
Y,4850331
Y,3505248
Y,3330433
Y,5130110
Y,4860455
Y,4980776
Y,6370234
Y,3130503
Y,2450050
Y,2870673
Y,3200326
Y,6100436
Y,6000590
Y,6005271
Y,2705080
Y,4820640
Y,4690614
Y,5430073
Y,4550706
Y,2500716
Y,3230202
Y,3040490
Y,3060826
Y,8950311
Y,2025167
Y,8005556
Y,7340147
Y,4935192
Y,5155048
Y,2005109
Y,4540438
Y,2565140
Y,2985048
Y,4550086
Y,3600430
Y,3850663
Y,6260033
Y,5385041
Y,7595017
Y,3130520
Y,7340101
Y,4550030
Y,5400460
Y,2300416
Y,7150272
Y,8100080
Y,5320041
Y,2625441
Y,2550175
Y,3420266
Y,5340190
Y,8200471
Y,4845027
Y,5350242
Y,2950427
Y,4880171
Y,3450070
Y,2745217
Y,4690871
Y,7780406
Y,7885221
Y,2835153
Y,6160129
Y,2500368
Y,8100385
Y,4615198
Y,6000993
Y,3680287
Y,2500374
Y,9225080
Y,3420408
Y,3720412
Y,3040467
Y,7005755
Y,3670024
Y,8950185
Y,8600094
Y,7645030
Y,7630447
Y,7670504
Y,4540675
Y,2560250
Y,3140578
Y,8600303
Y,3730047
Y,4740434
Y,3360254
Y,7540522
Y,2065640
Y,3800511
Y,5470403
Y,8600018
Y,3200318
Y,3090771
Y,7570748
Y,3270058
Y,2410406
Y,2900649
Y,4930813
Y,3740419
Y,7940312
Y,4690892
Y,2755258
Y,5430121
Y,3060214
Y,7250289
Y,3700790
Y,2100408
Y,7630511
Y,6400216
Y,4850079
Y,2200695
Y,6160011
Y,6230681
Y,6100413
Y,3240682
Y,3240492
Y,4890159
Y,4850433
Y,5120357
Y,9850062
Y,9580315
Y,6285062
Y,2460606
Y,8200423
Y,3100633
Y,5030319
Y,3305284
Y,3150217
Y,2080202
Y,5445092
Y,2500761
Y,2000795
Y,7750308
Y,7830476
Y,3050504
Y,3600455
Y,5430404
Y,4980109
Y,6160353
Y,2540352
Y,3660721
Y,2435147
Y,4970773
Y,2625606
Y,5110261
Y,4930320
Y,2380605
Y,7645074
Y,2480169
Y,8800252
Y,4820544
Y,4550014
Y,4550329
Y,4540570
Y,5110588
Y,3510583
Y,3130542
Y,4860410
Y,4620396
Y,2840284
Y,4550074
Y,2005013
Y,4540642
Y,4520603
Y,3130572
Y,2300216
Y,4850096
Y,4520510
Y,9240218
Y,4970582
Y,5300493
Y,8970201
Y,4980242
Y,5430203
Y,5370643
Y,2300233
Y,9230055
Y,6100065
Y,5120446
Y,4850086
Y,4970119
Y,4690865
Y,4850029
Y,6100452
Y,7200017
Y,3130539
Y,2435178
Y,3270012
Y,4860287
Y,7170114
Y,4950057
Y,6150716
Y,2500634
Y,8900059
Y,2460349
Y,4540055
Y,3350073
Y,2140181
Y,6120232
Y,2240416
Y,4690697
Y,3530072
Y,3220510
Y,8600121
Y,7800537
Y,6000666
Y,7330322
Y,6360319
